FIPS,State_Name,County_Name,Tract_Name,Total_Population,Prison_Population,Percent_In_Prison,Prison_Name,Student_Population,Percent_Student,Universities,Nearby_Universities,Military_Population,Percent_In_Military,Military_Institutions,Native_American_Population,Percent_Native_American,Native_American_Reservations
40105172300,Oklahoma,Census Tract 1723,Nowata County,1810,0,0.00%,,0,0.00%,,,0,0.00%,,326,18.00%,
40105172400,Oklahoma,Census Tract 1724,Nowata County,4173,0,0.00%,,0,0.00%,,,0,0.00%,,797,19.00%,
40107080600,Oklahoma,Census Tract 806,Okfuskee County,2755,0,0.00%,,0,0.00%,,,0,0.00%,,643,23.30%,
40107080700,Oklahoma,Census Tract 807,Okfuskee County,3125,821,26.20%,John H Lilley Correctional Center,0,0.00%,,,0,0.00%,,0,0.00%,
40107080900,Oklahoma,Census Tract 809,Okfuskee County,3449,0,0.00%,,0,0.00%,,,0,0.00%,,1043,30.20%,Thlopthlocco Tribal Town
40107081000,Oklahoma,Census Tract 810,Okfuskee County,1981,0,0.00%,,0,0.00%,,,0,0.00%,,584,29.40%,
40109101000,Oklahoma,Census Tract 1010,Oklahoma County,2892,0,0.00%,,952,32.90%,Oklahoma City University,Oklahoma City University,0,0.00%,,0,0.00%,
40109103200,Oklahoma,Census Tract 1032,Oklahoma County,2633,1241,47.10%,Oklahoma County Detention Center,0,0.00%,,,0,0.00%,,0,0.00%,
40109106801,Oklahoma,Census Tract 1068.01,Oklahoma County,1774,0,0.00%,,372,20.90%,Southern Nazarene University,Southern Nazarene University,0,0.00%,,0,0.00%,
40109107101,Oklahoma,Census Tract 1071.01,Oklahoma County,1243,1225,98.50%,Ftc Oklahoma City,0,0.00%,,,0,0.00%,,0,0.00%,
40109107406,Oklahoma,Census Tract 1074.06,Oklahoma County,7600,0,0.00%,,0,0.00%,,,778,10.20%,Tinker Air Force Base; Tinker Air Force Base; Tinker Aerospace Complex,0,0.00%,
40109108207,Oklahoma,Census Tract 1082.07,Oklahoma County,1031,0,0.00%,,246,23.80%,University Of Central Oklahoma,University Of Central Oklahoma,0,0.00%,,0,0.00%,
40109108320,Oklahoma,Census Tract 1083.20,Oklahoma County,3492,0,0.00%,,1296,37.10%,Oklahoma Christian University,Oklahoma Christian University,0,0.00%,,0,0.00%,
40109109600,Oklahoma,Census Tract 1096,Oklahoma County,793,0,0.00%,,297,37.40%,,University Of Oklahoma-Health Sciences Center,0,0.00%,,0,0.00%,
40111000100,Oklahoma,Census Tract 1,Okmulgee County,2546,0,0.00%,,0,0.00%,,,0,0.00%,,447,17.50%,
40111000200,Oklahoma,Census Tract 2,Okmulgee County,2655,0,0.00%,,0,0.00%,,,0,0.00%,,556,20.90%,
40111000300,Oklahoma,Census Tract 3,Okmulgee County,2738,0,0.00%,,0,0.00%,,,0,0.00%,,457,16.60%,
40111000400,Oklahoma,Census Tract 4,Okmulgee County,4456,0,0.00%,,0,0.00%,,,0,0.00%,,777,17.40%,"Muscogee (Creek) Nation, Oklahoma"
40111000700,Oklahoma,Census Tract 7,Okmulgee County,3558,0,0.00%,,0,0.00%,,,0,0.00%,,639,17.90%,
40111000800,Oklahoma,Census Tract 8,Okmulgee County,2809,0,0.00%,,0,0.00%,,,0,0.00%,,476,16.90%,
40111000901,Oklahoma,Census Tract 9.01,Okmulgee County,2919,0,0.00%,,0,0.00%,,,0,0.00%,,539,18.40%,Alabama-Quassarte Tribal Town of the Creek Nation of Oklahom
40111000902,Oklahoma,Census Tract 9.02,Okmulgee County,4300,0,0.00%,,0,0.00%,,,0,0.00%,,854,19.80%,
40113940001,Oklahoma,Census Tract 9400.01,Osage County,5393,1197,22.10%,Dick Conner Correctional Center,0,0.00%,,,0,0.00%,,985,18.20%,Osage Reservation
40113940003,Oklahoma,Census Tract 9400.03,Osage County,4406,0,0.00%,,0,0.00%,,,0,0.00%,,681,15.40%,Osage Reservation
40113940004,Oklahoma,Census Tract 9400.04,Osage County,2356,0,0.00%,,0,0.00%,,,0,0.00%,,368,15.60%,"Osage Reservation; Delaware Tribe of Indians, Oklahoma"
40113940008,Oklahoma,Census Tract 9400.08,Osage County,2858,0,0.00%,,0,0.00%,,,0,0.00%,,458,16.00%,Osage Reservation
40113940012,Oklahoma,Census Tract 9400.12,Osage County,2014,0,0.00%,,0,0.00%,,,0,0.00%,,705,35.00%,Osage Reservation
40113940013,Oklahoma,Census Tract 9400.13,Osage County,2195,0,0.00%,,0,0.00%,,,0,0.00%,,647,29.40%,Osage Reservation
40113940014,Oklahoma,Census Tract 9400.14,Osage County,3914,0,0.00%,,0,0.00%,,,0,0.00%,,637,16.20%,Osage Reservation
40113940015,Oklahoma,Census Tract 9400.15,Osage County,3983,0,0.00%,,0,0.00%,,,0,0.00%,,667,16.70%,Osage Reservation
40115574100,Oklahoma,Census Tract 5741,Ottawa County,3855,0,0.00%,,0,0.00%,,,0,0.00%,,965,25.00%,Quapaw Tribe of Oklahoma
40115574200,Oklahoma,Census Tract 5742,Ottawa County,2766,0,0.00%,,0,0.00%,,,0,0.00%,,441,15.90%,
40115574300,Oklahoma,Census Tract 5743,Ottawa County,2806,0,0.00%,,0,0.00%,,,0,0.00%,,470,16.70%,Seneca-Cayuga Tribe of Oklahoma
40115574500,Oklahoma,Census Tract 5745,Ottawa County,2033,0,0.00%,,0,0.00%,,,0,0.00%,,325,15.90%,Ottawa Indian Tribe of Oklahoma
40115574600,Oklahoma,Census Tract 5746,Ottawa County,4327,0,0.00%,,0,0.00%,,,0,0.00%,,733,16.90%,Modoc Tribe of Oklahoma
40115574700,Oklahoma,Census Tract 5747,Ottawa County,4654,0,0.00%,,0,0.00%,,,0,0.00%,,948,20.30%,Ottawa Indian Tribe of Oklahoma; Peoria Tribe Indians of Oklahoma
40115574800,Oklahoma,Census Tract 5748,Ottawa County,3953,0,0.00%,,0,0.00%,,,0,0.00%,,676,17.10%,
40115574900,Oklahoma,Census Tract 5749,Ottawa County,3416,0,0.00%,,0,0.00%,,,0,0.00%,,780,22.80%,Wyandotte Nation
40117957500,Oklahoma,Census Tract 9575,Pawnee County,2169,0,0.00%,,0,0.00%,,,0,0.00%,,704,32.40%,Pawnee Indian Tribe of Oklahoma
40119010300,Oklahoma,Census Tract 103,Payne County,3997,0,0.00%,,2280,57.00%,,Oklahoma State University-Main Campus,0,0.00%,,0,0.00%,
40119010400,Oklahoma,Census Tract 104,Payne County,5087,0,0.00%,,4719,92.70%,Oklahoma State University-Main Campus,Oklahoma State University-Main Campus,0,0.00%,,0,0.00%,
40119011400,Oklahoma,Census Tract 114,Payne County,4884,1525,31.20%,Cimarron Correctional Facility,0,0.00%,,,0,0.00%,,0,0.00%,
40121485700,Oklahoma,Census Tract 4857,Pittsburg County,2224,0,0.00%,,0,0.00%,,,0,0.00%,,430,19.30%,
40121486200,Oklahoma,Census Tract 4862,Pittsburg County,3594,0,0.00%,,0,0.00%,,,0,0.00%,,585,16.20%,
40121486300,Oklahoma,Census Tract 4863,Pittsburg County,1417,1383,97.60%,Jackie Brannon Correctional Center,0,0.00%,,,0,0.00%,,0,0.00%,
40121486400,Oklahoma,Census Tract 4864,Pittsburg County,2473,0,0.00%,,0,0.00%,,,0,0.00%,,407,16.40%,
40121486700,Oklahoma,Census Tract 4867,Pittsburg County,4817,0,0.00%,,0,0.00%,,,0,0.00%,,932,19.30%,
40121486800,Oklahoma,Census Tract 4868,Pittsburg County,1905,0,0.00%,,0,0.00%,,,0,0.00%,,402,21.10%,
40123088600,Oklahoma,Census Tract 886,Pontotoc County,5205,0,0.00%,,0,0.00%,,,0,0.00%,,1088,20.90%,
40123088700,Oklahoma,Census Tract 887,Pontotoc County,2349,0,0.00%,,0,0.00%,,,0,0.00%,,433,18.40%,
40123088801,Oklahoma,Census Tract 888.01,Pontotoc County,4728,0,0.00%,,0,0.00%,,East Central University,0,0.00%,,722,15.20%,
40123088802,Oklahoma,Census Tract 888.02,Pontotoc County,3251,0,0.00%,,0,0.00%,,,0,0.00%,,701,21.50%,
40123088900,Oklahoma,Census Tract 889,Pontotoc County,3620,0,0.00%,,0,0.00%,East Central University,East Central University,0,0.00%,,672,18.50%,
40123089000,Oklahoma,Census Tract 890,Pontotoc County,4255,0,0.00%,,0,0.00%,,,0,0.00%,,936,21.90%,
40123089100,Oklahoma,Census Tract 891,Pontotoc County,2308,0,0.00%,,0,0.00%,,,0,0.00%,,451,19.50%,
40123089200,Oklahoma,Census Tract 892,Pontotoc County,1405,0,0.00%,,0,0.00%,,East Central University,0,0.00%,,277,19.70%,"Chickasaw Nation, Oklahoma"
40123089300,Oklahoma,Census Tract 893,Pontotoc County,4031,0,0.00%,,0,0.00%,,East Central University,0,0.00%,,672,16.60%,
40123089598,Oklahoma,Census Tract 895.98,Pontotoc County,5006,0,0.00%,,0,0.00%,,,0,0.00%,,915,18.20%,
40123089600,Oklahoma,Census Tract 896,Pontotoc County,1907,0,0.00%,,0,0.00%,,,0,0.00%,,304,15.90%,
40125500200,Oklahoma,Census Tract 5002,Pottawatomie County,2993,0,0.00%,,0,0.00%,,,0,0.00%,,507,16.90%,Citizen Potawatomi Trust Land
40125500301,Oklahoma,Census Tract 5003.01,Pottawatomie County,3424,0,0.00%,,0,0.00%,,,0,0.00%,,732,21.30%,
40125500302,Oklahoma,Census Tract 5003.02,Pottawatomie County,2696,0,0.00%,,0,0.00%,,,0,0.00%,,572,21.20%,Absentee-Shawnee Tribe of Indians of Oklahoma
40125500700,Oklahoma,Census Tract 5007,Pottawatomie County,3645,0,0.00%,,0,0.00%,,Oklahoma Baptist University,0,0.00%,,555,15.20%,
40125501005,Oklahoma,Census Tract 5010.05,Pottawatomie County,6009,1185,19.70%,Mabel Bassett Correctional Center,0,0.00%,,,0,0.00%,,0,0.00%,
40125501101,Oklahoma,Census Tract 5011.01,Pottawatomie County,5923,0,0.00%,,0,0.00%,,,0,0.00%,,986,16.60%,
40127097600,Oklahoma,Census Tract 976,Pushmataha County,2627,0,0.00%,,0,0.00%,,,0,0.00%,,532,20.20%,
40127097701,Oklahoma,Census Tract 977.01,Pushmataha County,2714,0,0.00%,,0,0.00%,,,0,0.00%,,467,17.20%,
40127097800,Oklahoma,Census Tract 978,Pushmataha County,2571,0,0.00%,,0,0.00%,,,0,0.00%,,456,17.70%,
40131050104,Oklahoma,Census Tract 501.04,Rogers County,2148,0,0.00%,,0,0.00%,,Rogers State University,0,0.00%,,348,16.20%,
40131050201,Oklahoma,Census Tract 502.01,Rogers County,2614,0,0.00%,,0,0.00%,,,0,0.00%,,406,15.50%,
40131050202,Oklahoma,Census Tract 502.02,Rogers County,2972,0,0.00%,,0,0.00%,,,0,0.00%,,534,17.90%,
40131050301,Oklahoma,Census Tract 503.01,Rogers County,2501,0,0.00%,,0,0.00%,,,0,0.00%,,413,16.50%,
40131050302,Oklahoma,Census Tract 503.02,Rogers County,2634,0,0.00%,,0,0.00%,,,0,0.00%,,482,18.20%,
40131050303,Oklahoma,Census Tract 503.03,Rogers County,3084,0,0.00%,,0,0.00%,,,0,0.00%,,477,15.40%,
40131050408,Oklahoma,Census Tract 504.08,Rogers County,2902,0,0.00%,,0,0.00%,,,0,0.00%,,471,16.20%,
40131050701,Oklahoma,Census Tract 507.01,Rogers County,2107,0,0.00%,,0,0.00%,,,0,0.00%,,488,23.10%,
40131050702,Oklahoma,Census Tract 507.02,Rogers County,3010,0,0.00%,,0,0.00%,,,0,0.00%,,653,21.60%,
40133583200,Oklahoma,Census Tract 5832,Seminole County,3198,0,0.00%,,0,0.00%,,,0,0.00%,,568,17.70%,
40133583400,Oklahoma,Census Tract 5834,Seminole County,4266,0,0.00%,,0,0.00%,,,0,0.00%,,921,21.50%,
40133583500,Oklahoma,Census Tract 5835,Seminole County,1938,0,0.00%,,0,0.00%,,,0,0.00%,,410,21.10%,
40133583600,Oklahoma,Census Tract 5836,Seminole County,3832,0,0.00%,,0,0.00%,,,0,0.00%,,900,23.40%,Seminole Nation of Oklahoma
40133583800,Oklahoma,Census Tract 5838,Seminole County,2632,0,0.00%,,0,0.00%,,,0,0.00%,,681,25.80%,
40133583900,Oklahoma,Census Tract 5839,Seminole County,1622,0,0.00%,,0,0.00%,,,0,0.00%,,326,20.00%,
40135030101,Oklahoma,Census Tract 301.01,Sequoyah County,4077,0,0.00%,,0,0.00%,,,0,0.00%,,1285,31.50%,
40135030105,Oklahoma,Census Tract 301.05,Sequoyah County,4359,0,0.00%,,0,0.00%,,,0,0.00%,,870,19.90%,
40135030106,Oklahoma,Census Tract 301.06,Sequoyah County,2322,0,0.00%,,0,0.00%,,,0,0.00%,,442,19.00%,
40135030201,Oklahoma,Census Tract 302.01,Sequoyah County,2277,0,0.00%,,0,0.00%,,,0,0.00%,,554,24.30%,
40135030202,Oklahoma,Census Tract 302.02,Sequoyah County,5026,0,0.00%,,0,0.00%,,,0,0.00%,,1459,29.00%,
40135030301,Oklahoma,Census Tract 303.01,Sequoyah County,2099,0,0.00%,,0,0.00%,,,0,0.00%,,536,25.50%,
40135030303,Oklahoma,Census Tract 303.03,Sequoyah County,3474,0,0.00%,,0,0.00%,,,0,0.00%,,815,23.40%,
40135030304,Oklahoma,Census Tract 303.04,Sequoyah County,3232,0,0.00%,,0,0.00%,,,0,0.00%,,776,24.00%,
40135030401,Oklahoma,Census Tract 304.01,Sequoyah County,3630,0,0.00%,,0,0.00%,,,0,0.00%,,768,21.10%,
40135030403,Oklahoma,Census Tract 304.03,Sequoyah County,3374,0,0.00%,,0,0.00%,,,0,0.00%,,663,19.60%,
40135030404,Oklahoma,Census Tract 304.04,Sequoyah County,2974,0,0.00%,,0,0.00%,,,0,0.00%,,705,23.70%,
40143002100,Oklahoma,Census Tract 21,Tulsa County,3130,0,0.00%,,2080,66.40%,University Of Tulsa,University Of Tulsa,0,0.00%,,0,0.00%,
40143002500,Oklahoma,Census Tract 25,Tulsa County,4984,1177,23.60%,Tulsa Municipal Jail,0,0.00%,,,0,0.00%,,0,0.00%,
40143005600,Oklahoma,Census Tract 56,Tulsa County,2479,0,0.00%,,0,0.00%,,,0,0.00%,,381,15.30%,Osage Reservation
40143007612,Oklahoma,Census Tract 76.12,Tulsa County,3867,0,0.00%,,1978,51.10%,Oral Roberts University,Oral Roberts University,0,0.00%,,0,0.00%,
40145030101,Oklahoma,Census Tract 301.01,Wagoner County,4346,0,0.00%,,0,0.00%,,,0,0.00%,,717,16.40%,
40145030102,Oklahoma,Census Tract 301.02,Wagoner County,4020,0,0.00%,,0,0.00%,,,0,0.00%,,617,15.30%,
40145030202,Oklahoma,Census Tract 302.02,Wagoner County,3080,0,0.00%,,0,0.00%,,,0,0.00%,,567,18.40%,
40145030798,Oklahoma,Census Tract 307.98,Wagoner County,3059,0,0.00%,,0,0.00%,,,0,0.00%,,513,16.70%,
40147001300,Oklahoma,Census Tract 13,Washington County,5799,0,0.00%,,0,0.00%,,,0,0.00%,,881,15.10%,Osage Reservation
40153953200,Oklahoma,Census Tract 9532,Woodward County,4867,923,18.90%,William S Key Correctional Center,0,0.00%,,,0,0.00%,,0,0.00%,
41003010602,Oregon,Census Tract 106.02,Benton County,3767,0,0.00%,,2406,63.80%,Oregon State University,Oregon State University,0,0.00%,,0,0.00%,
41003010702,Oregon,Census Tract 107.02,Benton County,4221,0,0.00%,,2169,51.30%,,Oregon State University,0,0.00%,,0,0.00%,
41029001900,Oregon,Census Tract 19,Jackson County,3320,0,0.00%,,1165,35.00%,Southern Oregon University,Southern Oregon University,0,0.00%,,0,0.00%,
41031940000,Oregon,Census Tract 9400,Jefferson County,2622,0,0.00%,,0,0.00%,,,0,0.00%,,2418,92.20%,Warm Springs Reservation
41031960100,Oregon,Census Tract 9601,Jefferson County,2482,977,39.30%,Deer Ridge Correctional Institution,0,0.00%,,,0,0.00%,,0,0.00%,
41035970202,Oregon,Census Tract 9702.02,Klamath County,3005,0,0.00%,,0,0.00%,,,0,0.00%,,652,21.60%,Klamath Reservation
41039003700,Oregon,Census Tract 37,Lane County,7138,0,0.00%,,4307,60.30%,University Of Oregon,University Of Oregon; Bushnell University,0,0.00%,,0,0.00%,
41041951800,Oregon,Census Tract 9518,Lincoln County,3964,0,0.00%,,0,0.00%,,,0,0.00%,,691,17.40%,Siletz Reservation
41045970900,Oregon,Census Tract 9709,Malheur County,5670,2856,50.30%,Snake River Correctional Institution,0,0.00%,,,0,0.00%,,0,0.00%,
41047000200,Oregon,Census Tract 2,Marion County,4595,0,0.00%,,1527,33.20%,Willamette University,Willamette University,0,0.00%,,0,0.00%,
41047000702,Oregon,Census Tract 7.02,Marion County,5457,2009,36.80%,Marion County Juvenile Detention Center,0,0.00%,,,0,0.00%,,0,0.00%,
41047001803,Oregon,Census Tract 18.03,Marion County,5436,1931,35.50%,Marion County Transition Center,0,0.00%,Corban University,Corban University,0,0.00%,,0,0.00%,
41051004002,Oregon,Census Tract 40.02,Multnomah County,6745,0,0.00%,,1953,28.90%,University Of Portland,University Of Portland,0,0.00%,,0,0.00%,
41051005602,Oregon,Census Tract 56.02,Multnomah County,2370,0,0.00%,,728,30.70%,Portland State University,Portland State University,0,0.00%,,0,0.00%,
41051006300,Oregon,Census Tract 63,Multnomah County,5616,0,0.00%,,1209,21.50%,Lewis & Clark College,Lewis & Clark College,0,0.00%,,0,0.00%,
41051007300,Oregon,Census Tract 73,Multnomah County,1781,986,55.30%,Multnomah County Inverness Jail,0,0.00%,,,0,0.00%,,0,0.00%,
41059940000,Oregon,Census Tract 9400,Umatilla County,2861,0,0.00%,,0,0.00%,,,0,0.00%,,1442,50.40%,Umatilla Reservation
41059950400,Oregon,Census Tract 9504,Umatilla County,6199,1670,26.90%,Eastern Oregon Correctional Institution,0,0.00%,,,0,0.00%,,0,0.00%,
41059950800,Oregon,Census Tract 9508,Umatilla County,8201,1841,22.40%,,0,0.00%,,,0,0.00%,,0,0.00%,
41065970800,Oregon,Census Tract 9708,Wasco County,4542,0,0.00%,,0,0.00%,,,0,0.00%,,792,17.40%,Warm Springs Reservation; The Dalles Unit; Celilo Village
41067032110,Oregon,Census Tract 321.10,Washington County,3575,1530,42.70%,,0,0.00%,,,0,0.00%,,0,0.00%,
41067033202,Oregon,Census Tract 332.02,Washington County,4058,0,0.00%,,1016,25.00%,Pacific University,Pacific University,0,0.00%,,0,0.00%,
41071030501,Oregon,Census Tract 305.01,Yamhill County,6643,1790,26.90%,Fci Sheridan,0,0.00%,,,0,0.00%,,0,0.00%,
41071030802,Oregon,Census Tract 308.02,Yamhill County,4377,0,0.00%,,1003,22.90%,Linfield University-Mcminnville Campus,Linfield University-Mcminnville Campus,0,0.00%,,0,0.00%,
42001031501,Pennsylvania,Census Tract 315.01,Adams County,3157,0,0.00%,,2115,66.90%,Gettysburg College,Gettysburg College,0,0.00%,,0,0.00%,
42003010301,Pennsylvania,Census Tract 103.01,Allegheny County,1807,1807,100.00%,Allegheny County Jail,0,0.00%,,Point Park University; Duquesne University,0,0.00%,,0,0.00%,
42003010302,Pennsylvania,Census Tract 103.02,Allegheny County,4075,0,0.00%,,3189,78.20%,Duquesne University,Point Park University; Duquesne University,0,0.00%,,0,0.00%,
42003040200,Pennsylvania,Census Tract 402,Allegheny County,2534,0,0.00%,,1243,49.00%,Carlow University,University Of Pittsburgh-Pittsburgh Campus; Carlow University,0,0.00%,,0,0.00%,
42003040400,Pennsylvania,Census Tract 404,Allegheny County,2220,0,0.00%,,731,32.90%,,Carnegie Mellon University; University Of Pittsburgh-Pittsburgh Campus,0,0.00%,,0,0.00%,
42003040500,Pennsylvania,Census Tract 405,Allegheny County,3781,0,0.00%,,1064,28.10%,University Of Pittsburgh-Pittsburgh Campus,University Of Pittsburgh-Pittsburgh Campus; Carlow University,0,0.00%,,0,0.00%,
42003051000,Pennsylvania,Census Tract 510,Allegheny County,1703,0,0.00%,,328,19.20%,,Carlow University,0,0.00%,,0,0.00%,
42003140100,Pennsylvania,Census Tract 1401,Allegheny County,5579,0,0.00%,,2847,51.00%,Carnegie Mellon University,Carnegie Mellon University; Chatham University,0,0.00%,,0,0.00%,
42003140200,Pennsylvania,Census Tract 1402,Allegheny County,2771,0,0.00%,,620,22.30%,Chatham University,Chatham University,0,0.00%,,0,0.00%,
42003451102,Pennsylvania,Census Tract 4511.02,Allegheny County,6047,0,0.00%,,1263,20.80%,Robert Morris University,Robert Morris University,0,0.00%,,0,0.00%,
42003453003,Pennsylvania,Census Tract 4530.03,Allegheny County,2184,0,0.00%,,425,19.40%,,,0,0.00%,,0,0.00%,
42003981800,Pennsylvania,Census Tract 9818,Allegheny County,314,0,0.00%,,87,27.70%,,,0,0.00%,,0,0.00%,
42003982200,Pennsylvania,Census Tract 9822,Allegheny County,5022,0,0.00%,,4877,97.10%,,Carnegie Mellon University; University Of Pittsburgh-Pittsburgh Campus; Carlow University,0,0.00%,,0,0.00%,
42007601100,Pennsylvania,Census Tract 6011,Beaver County,3076,0,0.00%,,702,22.80%,Geneva College,Geneva College,0,0.00%,,0,0.00%,
42011000600,Pennsylvania,Census Tract 6,Berks County,3449,0,0.00%,,961,27.80%,Albright College,Albright College,0,0.00%,,0,0.00%,
42011002900,Pennsylvania,Census Tract 29,Berks County,3511,0,0.00%,,945,26.90%,Alvernia University,Alvernia University,0,0.00%,,0,0.00%,
42011014101,Pennsylvania,Census Tract 141.01,Berks County,3094,0,0.00%,,3030,97.90%,Kutztown University Of Pennsylvania,Kutztown University Of Pennsylvania,0,0.00%,,0,0.00%,
42013010701,Pennsylvania,Census Tract 107.01,Blair County,3490,0,0.00%,,1016,29.10%,,,0,0.00%,,0,0.00%,
42013100800,Pennsylvania,Census Tract 1008,Blair County,1663,0,0.00%,,460,27.60%,,,0,0.00%,,0,0.00%,
42017104800,Pennsylvania,Census Tract 1048,Bucks County,2836,0,0.00%,,699,24.60%,Delaware Valley University,Delaware Valley University,0,0.00%,,0,0.00%,
42019980100,Pennsylvania,Census Tract 9801,Butler County,2397,0,0.00%,,2121,88.40%,,Slippery Rock University Of Pennsylvania,0,0.00%,,0,0.00%,
42021012300,Pennsylvania,Census Tract 123,Cambria County,4151,967,23.20%,Fci Loretto,1064,25.60%,Saint Francis University,Saint Francis University,0,0.00%,,0,0.00%,
42021013700,Pennsylvania,Census Tract 137,Cambria County,4448,0,0.00%,,1262,28.30%,University Of Pittsburgh-Johnstown,University Of Pittsburgh-Johnstown,0,0.00%,,0,0.00%,
42027011202,Pennsylvania,Census Tract 112.02,Centre County,4392,4376,99.60%,Sci Benner Township,0,0.00%,,,0,0.00%,,0,0.00%,
42027011600,Pennsylvania,Census Tract 116,Centre County,4658,0,0.00%,,1009,21.60%,,,0,0.00%,,0,0.00%,
42027012100,Pennsylvania,Census Tract 121,Centre County,7317,0,0.00%,,6950,94.90%,The Pennsylvania State University,The Pennsylvania State University,0,0.00%,,0,0.00%,
42027012200,Pennsylvania,Census Tract 122,Centre County,5753,0,0.00%,,5694,98.90%,,The Pennsylvania State University,0,0.00%,,0,0.00%,
42029303901,Pennsylvania,Census Tract 3039.01,Chester County,5039,0,0.00%,,1214,24.00%,,,0,0.00%,,0,0.00%,
42029307900,Pennsylvania,Census Tract 3079,Chester County,5420,0,0.00%,,1730,31.90%,Lincoln University,Lincoln University,0,0.00%,,0,0.00%,
42029980000,Pennsylvania,Census Tract 9800,Chester County,3692,0,0.00%,,3632,98.30%,West Chester University Of Pennsylvania,West Chester University Of Pennsylvania,0,0.00%,,0,0.00%,
42033330700,Pennsylvania,Census Tract 3307,Clearfield County,2276,408,17.90%,Quehanna Boot Camp,0,0.00%,,,0,0.00%,,0,0.00%,
42033330900,Pennsylvania,Census Tract 3309,Clearfield County,6424,1745,27.10%,Ci Moshannon Valley,0,0.00%,,,0,0.00%,,0,0.00%,
42033331700,Pennsylvania,Census Tract 3317,Clearfield County,6959,2497,35.80%,Sci Houtzdale,0,0.00%,,,0,0.00%,,0,0.00%,
42035030702,Pennsylvania,Census Tract 307.02,Clinton County,865,0,0.00%,,821,94.90%,Lock Haven University,Lock Haven University,0,0.00%,,0,0.00%,
42037051101,Pennsylvania,Census Tract 511.01,Columbia County,3434,0,0.00%,,2185,63.60%,Bloomsburg University Of Pennsylvania,Bloomsburg University Of Pennsylvania,0,0.00%,,0,0.00%,
42037051102,Pennsylvania,Census Tract 511.02,Columbia County,2505,0,0.00%,,565,22.50%,,Bloomsburg University Of Pennsylvania,0,0.00%,,0,0.00%,
42039110202,Pennsylvania,Census Tract 1102.02,Crawford County,4441,1149,25.80%,Sci Cambridge Springs,0,0.00%,,,0,0.00%,,0,0.00%,
42039111700,Pennsylvania,Census Tract 1117,Crawford County,4846,0,0.00%,,1235,25.40%,Allegheny College,Allegheny College,0,0.00%,,0,0.00%,
42041012300,Pennsylvania,Census Tract 123,Cumberland County,2397,0,0.00%,,818,34.10%,Dickinson College,Dickinson College,0,0.00%,,0,0.00%,
42041013104,Pennsylvania,Census Tract 131.04,Cumberland County,2667,0,0.00%,,1678,62.90%,Shippensburg University Of Pennsylvania,Shippensburg University Of Pennsylvania,0,0.00%,,0,0.00%,
42041981001,Pennsylvania,Census Tract 9810.01,Cumberland County,2884,2873,99.60%,Sci Camp Hill,0,0.00%,,,0,0.00%,,0,0.00%,
42041981606,Pennsylvania,Census Tract 9816.06,Cumberland County,2847,0,0.00%,,2771,97.30%,Messiah University,Messiah University,0,0.00%,,0,0.00%,
42043022901,Pennsylvania,Census Tract 229.01,Dauphin County,3789,1075,28.30%,Dauphin County Prison,0,0.00%,,,0,0.00%,,0,0.00%,
42045404700,Pennsylvania,Census Tract 4047,Delaware County,3256,0,0.00%,,1259,38.60%,Widener University,Widener University,0,0.00%,,0,0.00%,
42045407600,Pennsylvania,Census Tract 4076,Delaware County,6657,0,0.00%,,1418,21.30%,Swarthmore College,Swarthmore College,0,0.00%,,0,0.00%,
42045408300,Pennsylvania,Census Tract 4083,Delaware County,4786,0,0.00%,,1222,25.50%,Haverford College,Haverford College,0,0.00%,,0,0.00%,
42045409602,Pennsylvania,Census Tract 4096.02,Delaware County,4629,0,0.00%,,1333,28.70%,,Villanova University; Rosemont College,0,0.00%,,0,0.00%,
42045409701,Pennsylvania,Census Tract 4097.01,Delaware County,8507,0,0.00%,,2536,29.80%,,Villanova University,0,0.00%,,0,0.00%,
42045409804,Pennsylvania,Census Tract 4098.04,Delaware County,5927,0,0.00%,,1771,29.80%,Cabrini University; Eastern University,Cabrini University; Eastern University,0,0.00%,,0,0.00%,
42045410306,Pennsylvania,Census Tract 4103.06,Delaware County,3426,1280,37.30%,George W Hill Correctional Facility,0,0.00%,,,0,0.00%,,0,0.00%,
42045410700,Pennsylvania,Census Tract 4107,Delaware County,5124,1110,21.60%,Sci Chester,0,0.00%,,,0,0.00%,,0,0.00%,
42045980100,Pennsylvania,Census Tract 9801,Delaware County,1953,0,0.00%,,1396,71.40%,Villanova University,Villanova University; Rosemont College,0,0.00%,,0,0.00%,
42049000902,Pennsylvania,Census Tract 9.02,Erie County,2633,0,0.00%,,618,23.40%,,Gannon University,0,0.00%,,0,0.00%,
42049001400,Pennsylvania,Census Tract 14,Erie County,1504,483,32.10%,Erie County Prison,0,0.00%,,,0,0.00%,,0,0.00%,
42049002800,Pennsylvania,Census Tract 28,Erie County,6677,0,0.00%,,1596,23.90%,Mercyhurst University,Mercyhurst University,0,0.00%,,0,0.00%,
42049010108,Pennsylvania,Census Tract 101.08,Erie County,2279,2264,99.30%,Sci Albion,0,0.00%,,,0,0.00%,,0,0.00%,
42049011511,Pennsylvania,Census Tract 115.11,Erie County,2050,0,0.00%,,1628,79.40%,,,0,0.00%,,0,0.00%,
42049012202,Pennsylvania,Census Tract 122.02,Erie County,4964,0,0.00%,,1173,23.60%,Edinboro University Of Pennsylvania,Edinboro University Of Pennsylvania,0,0.00%,,0,0.00%,
